,x,y
293,-73.964493,40.592604
294,-73.965213,40.597861
295,-73.965996,40.593175
296,-73.964828,40.594408
297,-73.95326,40.592413
298,-73.964547,40.594417
299,-73.957676,40.591928
300,-73.964899,40.593301
301,-73.964337,40.593356
302,-73.964619,40.593327
303,-73.951349,40.592622
304,-73.955148,40.592207
305,-73.957003,40.592002
306,-73.956077,40.592101
307,-73.972206,40.6042
